Term ,Subject,Course Number,Section,CRN,Schedule Type,Monday,Tuesday,Wednesday,Thursday,Friday,Begin Time,End Time,Building,Room ,Maximum Enrollment,Actual Enrollment,Wait List Capacity,Wait List Count,All Instructors,Restrictions,Signature Req,Cross Listing
201720,ANSC,114,1,20059,L,M,,W,,,835,955,AGRICULTURAL COX INSTITUTE,41,30,18,0,0,"Fraser, G.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,114,B01,20060,B,,,,,F,935,1125,RUMINANT ANIMAL CENTRE,103,15,10,0,0,"Fraser, G.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,114,B02,20061,B,,,,,F,1135,1325,RUMINANT ANIMAL CENTRE,103,15,8,0,0,"Fraser, G.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,204,1,20062,L,,,,R,,1435,1725,HALEY INSTITUTE,200,14,12,0,0,"Schenkels, F.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,204,B01,20063,B,M,,,,,1435,1625,HALEY INSTITUTE,111,14,12,0,0,"Fraser, G./ Schenkels, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,205,1,20064,L,,T,,R,,835,955,HALEY INSTITUTE,110,25,10,0,0,"Gatti-Yorke, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,205,B01,20065,B,M,,,,,1405,1555,RUMINANT ANIMAL CENTRE,103,25,10,0,0,"Gatti-Yorke, S.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,207,1,23938,L,,T,,R,,1005,1125,AGRICULTURAL COX INSTITUTE,138,15,9,0,0,"Thyssen-Post, Y./ Fraser, G.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,215,1,20066,L,,T,,R,,1005,1125,AGRICULTURAL COX INSTITUTE,24,5,0,0,0,"Pelkey-Field, D.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,215,B01,20067,B,,,,R,,1235,1425,AGRICULTURAL COX INSTITUTE,138,5,0,0,0,"Pelkey-Field, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,216,1,20068,L,M,,,R,,835,955,RURAL RESEARCH CENTRE,4,5,3,0,0,"Parsons, L./ Pelkey-Field, D.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,216,B01,20069,B,,,,R,,1435,1625,AGRICULTURAL COX INSTITUTE,138,5,3,0,0,"Pelkey-Field, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,219,1,20070,L,M,,W,,F,1335,1425,AGRICULTURAL COX INSTITUTE,261,5,3,0,0,"Gray, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,2003,1,20071,L,M,,W,,F,1335,1425,HALEY INSTITUTE,200,100,67,0,0,"Tennessen, T.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3000,1,20073,L,,T,,R,,1005,1125,HALEY INSTITUTE,200,80,31,0,0,"Patterson, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3000,B01,20074,B,M,,,,,1135,1325,HALEY INSTITUTE,228,20,4,0,0,"Muggeridge, T.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3000,B02,20075,B,,,,,F,1135,1325,HALEY INSTITUTE,228,20,10,0,0,"Muggeridge, T.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3000,B03,20076,B,,,,,F,935,1125,HALEY INSTITUTE,228,20,10,0,0,"Muggeridge, T.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3000,B04,20077,B,M,,,,,935,1125,HALEY INSTITUTE,228,20,7,0,0,"Muggeridge, T.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3001,1,20078,L,,T,,R,F,835,925,HALEY INSTITUTE,116,60,48,0,0,"Semple, E.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3001,B01,20079,B,M,,,,,935,1125,HALEY INSTITUTE,114,20,18,0,0,"Semple, E./ Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3001,B02,20080,B,,T,,,,935,1125,HALEY INSTITUTE,114,20,17,0,0,"Semple, E./ Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3001,B03,20081,B,,,W,,,1435,1625,HALEY INSTITUTE,116,20,13,0,0,"Semple, E./ Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3004,1,20082,L,,,,,F,1335,1425,HALEY INSTITUTE,114,32,22,0,0,"Rathgeber, B.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3004,1,20082,L,,T,,R,,1335,1425,HALEY INSTITUTE,116,32,22,0,0,"Rathgeber, B.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3004,B01,20083,B,M,,,,,1435,1625,HALEY INSTITUTE,106,16,11,0,0,"Rathgeber, B./ Hartling, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3004,B02,20084,B,,T,,,,1435,1625,HALEY INSTITUTE,106,16,11,0,0,"Rathgeber, B./ Hartling, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3005,1,20085,L,,,W,,F,1435,1555,HALEY INSTITUTE,114,37,31,0,0,"Gordon, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3005,B01,20086,B,,,W,,,1135,1425,HALEY INSTITUTE,114,48,31,0,0,"Gordon, M./ McConkey, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3006,1,20087,L,,T,,R,,1305,1425,HALEY INSTITUTE,200,48,29,0,0,"Tennessen, T./ Barrett, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3006,B01,20088,B,,,W,,,935,1125,HALEY INSTITUTE,225,24,20,0,0,"Gatti-Yorke, S./ Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,3006,B02,20089,B,M,,,,,1135,1325,HALEY INSTITUTE,225,24,9,0,0,"Gatti-Yorke, S./ Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,4003,1,20090,L,,T,,R,,1005,1125,HALEY INSTITUTE,110,30,13,0,0,"Rathgeber, B.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,4003,B01,23854,B,,,W,,,1435,1725,HALEY INSTITUTE,106,30,13,0,0,"Rathgeber, B./ Hartling, M.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,4006,1,20091,L,M,,W,,,1005,1125,HALEY INSTITUTE,110,30,23,0,0,"Farid, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,4006,B01,20092,B,,,W,,,1435,1625,RUMINANT ANIMAL CENTRE,103,15,12,0,0,"Farid, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,4006,B02,20093,B,,,W,,,1235,1425,RUMINANT ANIMAL CENTRE,103,15,11,0,0,"Farid, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,4008,1,20094,L,,T,,R,,1005,1125,HALEY INSTITUTE,111,15,3,0,0,"Barrett, D./ Gatti-Yorke, S.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ANSC,4008,B01,20095,B,,T,,,,1135,1325,HALEY INSTITUTE,111,15,3,0,0,"Barrett, D./ Gatti-Yorke, S.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,101,1,20096,L,M,,W,,,1635,1725,BANTING BUILDING,32,15,6,0,0,"Read, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,101,B01,20097,B,,,,R,,835,1125,BANTING BUILDING,2,15,6,0,0,"Read, S.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,1003,1,20098,L,M,,,R,,835,955,BANTING BUILDING,7,15,6,0,0,"Nelson, C.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,1003,B01,20099,B,,,W,,,1435,1725,BANTING BUILDING,6A,15,6,0,0,"Nelson, C.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,2004,1,20100,L,M,,W,,F,1235,1325,AGRICULTURAL COX INSTITUTE,31,24,6,0,0,"Yildiz, I.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,2004,B01,20101,B,M,,,,,1435,1725,AGRICULTURAL COX INSTITUTE,257,24,6,0,0,"Yildiz, I.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,3001,1,20103,L,M,,W,,F,1235,1325,AGRICULTURAL COX INSTITUTE,30,15,5,0,0,"Martynenko, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,3001,B01,20104,B,,T,,,,835,1125,AGRICULTURAL COX INSTITUTE,30,15,5,0,0,"Martynenko, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,3013,1,20105,L,,T,,R,F,835,925,BANTING BUILDING,32,18,4,0,0,"Yildiz, I.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,3013,B01,20106,B,,,W,,,835,1125,AGRICULTURAL COX INSTITUTE,164,18,4,0,0,"Yildiz, I.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,3015,1,20107,L,M,,W,,,1335,1425,BANTING BUILDING,25,15,3,0,0,"Niu, H.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,3015,B01,20108,B,,,,R,,835,1125,AGRICULTURAL COX INSTITUTE,43,15,3,0,0,"Niu, H.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,3018,70,22456,L,,T,,,,1735,2025,BANTING BUILDING,32,15,0,0,0,"Hayes, D.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,4001,1,20109,L,M,,W,,F,1235,1325,HALEY INSTITUTE,110,0,1,0,0,STAFF,,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,4004,1,20110,L,,T,,R,,1435,1555,BANTING BUILDING,7,20,3,0,0,STAFF,,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,4004,B01,20111,B,,,W,,,835,1125,BANTING BUILDING,32,20,3,0,0,STAFF,,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,4005,1,20112,L,,,W,,F,1605,1725,AGRICULTURAL COX INSTITUTE,262,19,2,0,0,"France, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,APSC,4005,B01,20113,B,,T,,,,1135,1425,AGRICULTURAL COX INSTITUTE,208,19,2,0,0,"France, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,AQUA,3000,1,20114,L,M,,W,,F,1135,1225,HALEY INSTITUTE,111,20,4,0,0,"Duston, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,AQUA,3000,B01,20115,B,,T,,,,1135,1425,HALEY INSTITUTE,161,20,4,0,0,"Duston, J./ McConkey, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,AQUA,4001,1,20116,L,,T,,R,,1305,1425,HALEY INSTITUTE,114,50,3,0,0,"Stewart-Clark, S.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,AQUA,4001,B01,20117,B,M,,,,,1135,1425,HALEY INSTITUTE,161,50,3,0,0,"Stewart-Clark, S./ Jeffrey, R.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARBC,1020Y,1,23214,L,,T,,R,,1005,1125,MCCAIN ARTS&SS,2018,30,27,10,9,"Firanescu, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARBC,2020Y,1,23215,L,M,,W,,,1305,1425,MCCAIN ARTS&SS,2104,25,11,5,0,"Firanescu, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARBC,2100,1,20118,L,M,,W,,,1705,1825,SIR JAMES DUNN,135,40,26,5,0,"Firanescu, D.",,,RELS 2052
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,1000Y,1,23216,L,,,W,,,1435,1725,A.L. MACDONALD,D412,80,72,10,0,"Henry, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,1000Y,1,23216,L,,,W,,,1435,1725,RALPH M MEDJUCK BLDG,HA19,80,72,10,0,"Henry, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,1200Y,1,23217,L,M,,,,,1435,1725,RALPH M MEDJUCK BLDG,HA18,60,19,5,0,"Pitcairn, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,2001,1,20119,L,,,,,F,1435,1725,A.L. MACDONALD,D002,30,18,5,0,"Kam, K.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,,,,F,1405,1655,RALPH M MEDJUCK BLDG,HA19,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,,,,F,1405,1655,RALPH M MEDJUCK BLDG,HB4,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,T,,,,1405,1725,RALPH M MEDJUCK BLDG,HA18,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,T,,,,1405,1725,RALPH M MEDJUCK BLDG,HA19,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,T,,,,1405,1725,RALPH M MEDJUCK BLDG,HB4,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,T,,,,1405,1725,RALPH M MEDJUCK BLDG,HD3,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,T,,,F,1405,1725,RALPH M MEDJUCK BLDG,HB4,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3002,1,20120,L,,T,,,F,1405,1725,RALPH M MEDJUCK BLDG,HD4,70,31,0,0,"MacKay-Lyons, B./ Savage, N./ Mandeville, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3105,1,20121,L,,,,R,,905,1225,RALPH M MEDJUCK BLDG,HB4,70,31,0,0,"Mannell, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3105,1,20121,L,,T,,,,1005,1125,RALPH M MEDJUCK BLDG,HA19,70,31,0,0,"Mannell, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3208,1,20122,L,,,,,F,1105,1225,RALPH M MEDJUCK BLDG,HA19,70,31,0,0,"Mullin, R.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3208,1,20122,L,M,,,,,905,1225,RALPH M MEDJUCK BLDG,HA18,70,31,0,0,"Mullin, R.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3302,1,20123,L,M,T,W,R,F,905,1655,RALPH M MEDJUCK BLDG,HA19,70,31,0,0,"Verissimo, C./ Fitzgerald, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3502,1,20124,L,,,W,,,905,1225,RALPH M MEDJUCK BLDG,HA18,70,31,0,0,STAFF,R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,3502,1,20124,L,,,W,,,905,1225,RALPH M MEDJUCK BLDG,HA19,70,31,0,0,STAFF,R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4005,1,20125,L,,,,R,,1405,1725,RALPH M MEDJUCK BLDG,HA18,70,44,0,0,"Forren, J./ Sweetapple, T./ Fitzgerald, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4005,1,20125,L,M,,,R,,1405,1725,RALPH M MEDJUCK BLDG,HA19,70,44,0,0,"Forren, J./ Sweetapple, T./ Fitzgerald, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4005,1,20125,L,M,,,R,,1405,1725,RALPH M MEDJUCK BLDG,HB4,70,44,0,0,"Forren, J./ Sweetapple, T./ Fitzgerald, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4005,1,20125,L,M,,,R,,1405,1725,RALPH M MEDJUCK BLDG,HD1,70,44,0,0,"Forren, J./ Sweetapple, T./ Fitzgerald, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4005,1,20125,L,M,,,R,,1405,1725,RALPH M MEDJUCK BLDG,HD4,70,44,0,0,"Forren, J./ Sweetapple, T./ Fitzgerald, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4111,1,20126,L,,,,R,,1105,1225,RALPH M MEDJUCK BLDG,HA19,70,44,0,0,"Bonnemaison, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4111,1,20126,L,,T,,,,935,1125,RALPH M MEDJUCK BLDG,HA18,70,44,0,0,"Bonnemaison, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4212,1,20127,L,,,W,,,905,1225,RALPH M MEDJUCK BLDG,HB4,70,44,0,0,"Forren, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4212,1,20127,L,M,,,,,1105,1225,RALPH M MEDJUCK BLDG,HA19,70,44,0,0,"Forren, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4304,1,20128,L,M,T,W,R,F,905,1655,RALPH M MEDJUCK BLDG,HA19,70,44,0,0,"Nycum, B./ Cavanagh, E.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4502,1,20129,L,,,,,F,905,1225,RALPH M MEDJUCK BLDG,HA19,70,44,0,0,"Katsepontes, L.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,4502,1,20129,L,,,,,F,905,1225,RALPH M MEDJUCK BLDG,HB4,70,44,0,0,"Katsepontes, L.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,5308,1,22458,W,,,,,,,,,,50,0,0,0,"Lilley, B.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,5310,1,22459,W,,,,,,,,,,10,0,0,0,"Lilley, B.",R,S,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,5311,1,22460,L,,,W,,,905,1755,RALPH M MEDJUCK BLDG,HA19,40,7,0,0,"Nycum, B.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,5311,1,22460,L,M,T,,R,F,905,1655,RALPH M MEDJUCK BLDG,HA19,40,7,0,0,"Nycum, B.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,6504,1,22461,L,,,,R,,905,1225,RALPH M MEDJUCK BLDG,HA18,17,4,0,0,STAFF,R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,6505,1,22462,L,,,,R,,1405,1725,RALPH M MEDJUCK BLDG,HA19,17,6,0,0,STAFF,R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,9009,1,22464,S,,,,,,,,,,5,0,0,0,"Bonnemaison, S.",R,S,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,9013,1,24110,S,,,,,F,905,1225,RALPH M MEDJUCK BLDG,HA18,50,27,0,0,"Bonnemaison, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,9013,1,24110,S,,,,,F,905,1225,RALPH M MEDJUCK BLDG,HD4,50,27,0,0,"Bonnemaison, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARCH,9013,1,24110,S,,,,,F,1405,1725,RALPH M MEDJUCK BLDG,HA18,50,27,0,0,"Bonnemaison, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ARTC,9000,1,22465,S,,,,,,,,,,5,0,0,0,"Byrne, J.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ASSC,3150,1,20132,L,,,W,,,1535,1825,MCCAIN ARTS&SS,1102,33,18,10,0,"Amaya, B.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,ASSC,5000,1,24041,L,,,,,,,,,,9999,0,0,0,STAFF,R,S,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,101,1,20133,L,,,W,,F,835,955,AGRICULTURAL COX INSTITUTE,31,20,8,0,0,"Prithiviraj, B.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,101,B01,20134,B,,,,R,,1435,1725,AGRICULTURAL COX INSTITUTE,135,20,8,0,0,"Prithiviraj, K./ Prithiviraj, B.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,102,1,20135,L,M,,W,,F,1035,1125,AGRICULTURAL COX INSTITUTE,24,30,11,0,0,"Percival, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,102,B01,20136,B,,T,,,,1135,1325,AGRICULTURAL COX INSTITUTE,109,30,11,0,0,"Fergus, F./ Percival, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,103,1,20137,L,M,,W,,F,1435,1525,AGRICULTURAL COX INSTITUTE,261,50,8,0,0,"White, S.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,103,B01,20138,B,,,,,F,1135,1425,AGRICULTURAL COX INSTITUTE,109,50,8,0,0,"White, S./ Fergus, F.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,1,20139,L,M,,W,,F,1235,1325,AGRICULTURAL COX INSTITUTE,261,60,37,0,0,"Olson, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,2,20140,L,M,,W,,F,1035,1125,AGRICULTURAL COX INSTITUTE,261,60,48,0,0,"Olson, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,B01,20141,B,M,,,,,1605,1725,AGRICULTURAL COX INSTITUTE,135,24,17,0,0,"Mellish, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,B02,20142,B,,,,,F,1605,1725,AGRICULTURAL COX INSTITUTE,135,24,3,0,0,"Mellish, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,B03,20143,B,,,,,F,1005,1125,AGRICULTURAL COX INSTITUTE,140,24,6,0,0,"Prithiviraj, K.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,B04,20144,B,,T,,,,1005,1125,AGRICULTURAL COX INSTITUTE,140,24,24,0,0,"Prithiviraj, K.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,B05,20145,B,,T,,,,1435,1555,AGRICULTURAL COX INSTITUTE,140,24,11,0,0,"Mellish, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,B06,20146,B,,T,,,,1005,1125,AGRICULTURAL COX INSTITUTE,135,24,24,0,0,"Mellish, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,1003,B07,23848,B,,,,,F,1005,1125,AGRICULTURAL COX INSTITUTE,135,24,1,0,0,"McNeil, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2002,1,20147,L,M,,W,,F,1235,1325,AGRICULTURAL COX INSTITUTE,136,20,3,0,0,"Percival, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2002,B01,20148,B,M,,,,,1435,1725,AGRICULTURAL COX INSTITUTE,140,20,3,0,0,"Fergus, F./ Percival, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2004,1,20149,L,M,,W,,F,935,1025,AGRICULTURAL COX INSTITUTE,261,50,7,0,0,"Olson, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2004,B01,20150,B,,,,,F,1435,1625,AGRICULTURAL COX INSTITUTE,109,50,7,0,0,"Smith, K./ Olson, A.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2005,1,20151,L,,,W,,F,1005,1125,AGRICULTURAL COX INSTITUTE,257,24,11,0,0,"Prithiviraj, B.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2005,B01,20152,B,M,,,,,835,1125,AGRICULTURAL COX INSTITUTE,135,24,11,0,0,"Prithiviraj, K./ Prithiviraj, B.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2006,1,20153,L,M,,W,,F,935,1025,HALEY INSTITUTE,200,70,30,0,0,"MacLaren, L.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2006,B01,20154,B,,,,R,,1435,1725,HALEY INSTITUTE,225,24,11,0,0,"Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2006,B02,20155,B,,,,,F,1135,1425,HALEY INSTITUTE,225,24,4,0,0,"Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,2006,B03,20156,B,M,,,,,1435,1725,HALEY INSTITUTE,225,24,15,0,0,"Gray, J.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOA,4002,1,23853,L,,T,,,,1135,1425,AGRICULTURAL COX INSTITUTE,31,10,8,0,0,STAFF,,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,1420,1,20157,L,,,,R,,1305,1555,TUPPER BLDG,THTR B,185,56,0,0,"Briggs, P.",R,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,2300,1,20158,L,M,,W,,F,1135,1225,KENNETH C ROWE MANAG,1028,360,287,50,0,"Byers, D.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,2610,1,20159,L,M,,,,,1435,1725,TUPPER BLDG,8J01,52,45,0,0,"Briggs, P./ MacKinnon, H.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,2610,2,20160,L,,,W,,,1435,1725,TUPPER BLDG,8J01,52,51,0,0,"Briggs, P./ MacKinnon, H.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,2610,3,20161,L,,,,,F,1435,1725,TUPPER BLDG,8J01,52,29,0,0,"Briggs, P./ MacKinnon, H.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,3300,1,20162,L,M,,W,,F,935,1025,LSC-COMMON AREA,C206,56,34,0,0,"Too, C.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,3300,B01,20163,B,,T,,,,1435,1725,TUPPER BLDG,8J01,56,34,0,0,"Briggs, P.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,3300,B03,20164,B,,,,,,,,,,10,0,0,0,"Briggs, P.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,3620,1,20165,I,,,,,,,,,,13,0,0,0,"Dobson, M.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,4001,1,20166,L,,,,,,,,,,15,0,0,0,"Too, C.",,S,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,4010,1,20167,L,,T,,R,,1305,1425,MCCAIN ARTS&SS,2170,20,20,0,0,"Roger, A./ Blouin, C.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,4305,1,20168,L,,T,,R,,1005,1125,,,20,8,0,0,"Rosen, K.",,,
,,,,,,,,,,,,,,,,,,,,,,
201720,BIOC,4403,1,20170,L,M,,W,,F,1135,1225,CHEMISTRY,223,40,41,0,0,"Slamovits, C./ Archibald, J.",,,BIOC 5403
